PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Kalhori, H; Bagherpour, R				Kalhori, Hamid; Bagherpour, Raheb			Prediction of shotcrete compressive strength using Intelligent Methods; Neural Network and Support Vector Regression	CEMENT WAPNO BETON			English	Article						Shotcrete; Compressive Strength; Micro-Silica; Neural Network; Support Vector Regression	CONCRETE; PARAMETERS; MODELS; SLUMP	Compressive strength is one of the most important mechanical properties of concrete. 28-day compressive strength test is the acceptance measure of concrete or shotcrete, which is highly affected by the mix design. Some parameters like water/cement ratio, amount of fine and coarse aggregates in mix, admixtures and so on affect shotcrete strength. Due to the large number of such parameters, it is very difficult to predict the shotcrete strength. Today, owing to intelligent methods, modeling has a particular role in engineering sciences and predicting material behavior. Therefore, this paper examines different mix designs of shotcrete containing microsilica and records their 28-day compressive strength. Regarding shotcrete mix design parameters as inputs, ANN and SVR models were used to predict compressive strength of shotcretes. The correlation coefficient (R), mean absolute percentage error (MAPE) and the root mean square error (RMSE) statics are used for performance evaluation of proposed predictive models. All of the results showed that the accuracy of the proposed soft computing methods is quite satisfactory as compared to experimental results. The finding of this study indicated that the both ANN and SVM models are sufficient tools for estimating the compressive strength of shotcrete.	[Kalhori, Hamid; Bagherpour, Raheb] Isfahan Univ Technol, Dept Min Engn, POB 8415683111, Esfahan, Iran	Kalhori, H (reprint author), Isfahan Univ Technol, Dept Min Engn, POB 8415683111, Esfahan, Iran.	hamid.kalhori@mi.iut.ac.ir					2	2	STOWARZYSZENIE PRODUCENTOW CEMENTU	KRAKOW	UL LUBELSKA 29 LOK 4-5, KRAKOW, 30-003, POLAND	1425-8129			CEM WAPNO BETON	Cem. Wapno Beton	MAR-APR	2019	24	2					126	+					13	Construction & Building Technology; Materials Science, Composites	Construction & Building Technology; Materials Science	HU9WK	WOS:000465644800005					2019-11-15	
J	Tong, XL; Yang, HL; Wang, LB; Miao, YH				Tong, Xinlong; Yang, Hailu; Wang, Linbing; Miao, Yinghao			The Development and Field Evaluation of an IoT System of Low-Power Vibration for Bridge Health Monitoring	SENSORS			English	Article						bridges; Internet of Things; sensors; gateway	SENSOR; DESIGN	Bridge safety is important for the safety of vehicles and pedestrians. This paper presents a study on the development of a low-power wireless acceleration sensor and deployment of the sensors on a wireless gateway and cloud platform following the Internet of Things (IoT) protocols for bridge monitoring. The entire system was validated in a field test on the Chijing bridge in Shanghai. Field evaluations indicated that the developed IoT bridge monitoring system could achieve the functions of real-time data acquisition, transmission, storage and analytical processing to synthesize safety information of the bridge. The demonstrated system was promising as a complete, practical, readily available, low-cost IoT system for bridge health monitoring.	[Tong, Xinlong; Yang, Hailu; Miao, Yinghao] Univ Sci & Technol Beijing, Natl Ctr Mat Serv Safety, Beijing 100083, Peoples R China; [Wang, Linbing] USTB, Joint USTB Virginia Tech Lab Multifunct Mat, Beijing 100083, Peoples R China; [Wang, Linbing] Virginia Tech, Blacksburg, VA 24061 USA	Miao, YH (reprint author), Univ Sci & Technol Beijing, Natl Ctr Mat Serv Safety, Beijing 100083, Peoples R China.; Wang, LB (reprint author), USTB, Joint USTB Virginia Tech Lab Multifunct Mat, Beijing 100083, Peoples R China.; Wang, LB (reprint author), Virginia Tech, Blacksburg, VA 24061 USA.	maniga@163.com; yanghailu@ustb.edu.cn; wangl@vt.edu; miaoyinghao@ustb.edu.cn		Miao, Yinghao/0000-0002-5019-7388; Tong, Xinlong/0000-0001-5203-4198; Yang, Hailu/0000-0002-3188-2013	state high-tech research and development plans (863) [2014AA110402]; Science and technology project of Ministry of Transport of the People's Republic of China [2014318791080, 458256]	This study is supported by the state high-tech research and development plans (863), Grant No. 2014AA110402, and the Science and technology project of Ministry of Transport of the People's Republic of China (NO. 2014318791080) and the project "Research and Manufacturing of In-Pavement Piezoelectric Energy Harvester (NO. 458256)".	0	2	MDPI	BASEL	ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND	1424-8220			SENSORS-BASEL	Sensors	MAR 1	2019	19	5							1222	10.3390/s19051222			16	Chemistry, Analytical; Engineering, Electrical & Electronic; Instruments & Instrumentation	Chemistry; Engineering; Instruments & Instrumentation	HQ6PO	WOS:000462540400241	30862012	DOAJ Gold, Green Published			2019-11-15	
J	Faghihmaleki, H; Abdollahzadeh, G				Faghihmaleki, Hadi; Abdollahzadeh, Gholamreza			Using Risk-based Robustness Index for Seismic Improvement of Structures	KSCE JOURNAL OF CIVIL ENGINEERING			English	Article						risk-based robustness index; structure seismic improvement; progressive collapse; concentrically brace frame; buckling restrained brace	RC FRAMES; FRAGILITY; BLAST	Nowadays, there are numerous indexes and parameters to review the seismic performance of improved structures. Response modification factor, fragility curves, ratio of different input energies to the structure affected by earthquake, maximum displacement and etcetera. are among these parameters, and most of these parameters are reviewed non-probabilistically. On one hand, since robustness index according to risk shapes probabilistically by reviewing uncertainty parameters of critical events and considering all existing parameters, it can be a beneficial index for reviewing the performance of improved structures. In this article, at first the robustness index is introduced according to risk analysis and one of its unique features is using percentage and amount of progressive collapse in it. After the considered robustness index, it has been used in reviewing the performance of a 4-story building of steel bending frame improved in two separate modes of concentrically brace frame and buckling restrained brace and a method has been suggested to obtain all effective parameters in intended robustness index. Ultimately, by reviewing this index for primary structure and improved structures, their behaviors have been compared and its results have been reported.	[Faghihmaleki, Hadi] Ayandegan Inst Higher Educ, Dept Civil Engn, Tonekabon, Iran; [Abdollahzadeh, Gholamreza] Babol Noshirvani Univ Technol, Dept Civil Engn, Babol Sar, Iran	Faghihmaleki, H (reprint author), Ayandegan Inst Higher Educ, Dept Civil Engn, Tonekabon, Iran.	h.faghihmaleki@gmail.com; abdollahzadeh@nit.ac.ir					5	12	KOREAN SOCIETY OF CIVIL ENGINEERS-KSCE	SEOUL	3-16 JUNGDAE-RO 25-GIL, SONGPA-GU, SEOUL, 05661, SOUTH KOREA	1226-7988	1976-3808		KSCE J CIV ENG	KSCE J. Civ. Eng.	MAR	2019	23	3					1207	1218		10.1007/s12205-019-0350-5			12	Engineering, Civil	Engineering	HN1TM	WOS:000459969900026					2019-11-15	
J	Nariman, NA; Hussain, RR; Msekh, MA; Karampour, P				Nariman, Nazim Abdul; Hussain, Raja Rizwan; Msekh, Mohammed A.; Karampour, Peyman			Prediction meta-models for the responses of a circular tunnel during earthquakes	UNDERGROUND SPACE			English	Article						Peak ground acceleration; Ovalization; Meta-model; Least squares method; Compressive damage; Tensile damage	BOX-BEHNKEN DESIGN; FLUID-STRUCTURE INTERACTION; ADAPTIVE MULTISCALE METHOD; VORTEX-INDUCED VIBRATION; FINITE-ELEMENT-METHOD; MESHFREE THIN SHELL; PHANTOM-NODE METHOD; PHASE-FIELD MODEL; TOPOLOGY OPTIMIZATION; SENSITIVITY-ANALYSIS	Three uncertain parameters (peak ground acceleration, soil density, and soil modulus of elasticity) have been studied with regard to their effects on the stability and damage of a circular tunnel during an earthquake. A time history of an actual earthquake in the literature with modification has been adopted in the numerical simulation and analysis of the tunnel responses. Meta-models have been constructed based on an experimental method with quadratic and interaction terms using matlab codes in order to predict the compressive damage, tensile damage, and the overall displacement of the tunnel. The results of the meta-models predicted a highly reasonable response of the tunnel with regard to the maximum principal stresses in the tunnel lining and predicted a remarkable response of the tunnel with respect to the overall displacement of the tunnel. Moreover, the peak ground acceleration was observed to exert the highest effect on the overall displacement of the tunnel, compared to the soil density and soil modulus of elasticity. Furthermore, the meta-models revealed the inverse relationship between the soil modulus of elasticity and the compressive and tensile damages of the tunnel lining. The meta-models exhibited high efficiency of representation of the behavior of the structural system during earthquakes. (C) 2018 Tongji University and Tongji University Press. Production and hosting by Elsevier B.V. on behalf of Owner.	[Nariman, Nazim Abdul] Minist Hlth, Engn Dept, Sulaimaniya Hlth Gen Directorate, Erbil, Kurdistan Regio, Iraq; [Hussain, Raja Rizwan] King Saud Univ, Coll Engn, Civil Engn Dept, Riyadh 11421, Saudi Arabia; [Msekh, Mohammed A.] Univ Babylon, Coll Engn, Civil Engn Dept, Babylon, Iraq; [Karampour, Peyman] Arak Univ, Fac Engn, Dept Mech Engn, Arak, Iran	Nariman, NA (reprint author), Minist Hlth, Engn Dept, Sulaimaniya Hlth Gen Directorate, Erbil, Kurdistan Regio, Iraq.	kakarevi@yahoo.com					0	0	TONGJI UNIV PRESS	SHANGHAI	1239 SPRING RD, SHANGHAI, 200092, PEOPLES R CHINA	2467-9674			UNDERGR SPACE	Undergr. Space	MAR	2019	4	1					31	47		10.1016/j.undsp.2018.06.003			17	Engineering, Civil	Engineering	HL2RO	WOS:000458553800004		DOAJ Gold			2019-11-15	
J	Najimi, M; Ghafoori, N; Nikoo, M				Najimi, Meysam; Ghafoori, Nader; Nikoo, Mehdi			Modeling chloride penetration in self-consolidating concrete using artificial neural network combined with artificial bee colony algorithm	JOURNAL OF BUILDING ENGINEERING			English	Article						Self-consolidating concrete; Rapid chloride penetration test; Neural network; Artificial bee colony algorithm; Linear regression; Genetic algorithm; Particle swarm optimization	HIGH-PERFORMANCE CONCRETE; COMPRESSIVE STRENGTH; REINFORCED-CONCRETE; PREDICTION; CORROSION; REGRESSION; SILICA; SCC	This paper examines the robustness of a feed forward artificial neural network combined with an artificial bee colony algorithm (FF-ABC) in the prediction of chloride penetration in self-consolidating concretes. To this end, several self-consolidating concrete mixes were made using various mix proportions, and their rapid chloride penetrations (RCPT) were measured. The mix proportions and RCPT results were used as input and output variables, respectively, to train and test the proposed method. To verify accuracy of the FF-ABC model, its performance was compared to linear regression, genetic algorithm (GA), and particle swarm optimization (PSO) models. This comparison was conducted in three stages of training, validation, and testing. Results of this study indicate higher reliability of the FF-ABC model in comparison with the statistical, GA, and PSO models.	[Najimi, Meysam] Iowa State Univ, Dept Civil Construct & Environm Engn, Ames, IA 50011 USA; [Ghafoori, Nader] Univ Nevada, Dept Civil & Environm Engn & Construct, Las Vegas, NV 89154 USA; [Nikoo, Mehdi] Islamic Azad Univ, Ahvaz Branch, Young Researchers & Elite Club, Ahwaz, Iran	Najimi, M (reprint author), Iowa State Univ, Dept Civil Construct & Environm Engn, Ames, IA 50011 USA.	najimi@iastate.edu; nader.ghafoori@unlv.edu; sazeh84@yahoo.com	Nikoo, Mehdi/I-5070-2019	Nikoo, Mehdi/0000-0002-1765-1382			3	8	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	2352-7102			J BUILD ENG	J. Build. Eng.	MAR	2019	22						216	226		10.1016/j.jobe.2018.12.013			11	Construction & Building Technology; Engineering, Civil	Construction & Building Technology; Engineering	HK1BO	WOS:000457639900022					2019-11-15	
J	Liu, PF; Zhao, Q; Yang, HL; Wang, DW; Oeser, M; Wang, LB; Tan, YQ				Liu, Pengfei; Zhao, Qian; Yang, Hailu; Wang, Dawei; Oeser, Markus; Wang, Linbing; Tan, Yiqiu			Numerical Study on Influence of Piezoelectric Energy Harvester on Asphalt Pavement Structural Responses	JOURNAL OF MATERIALS IN CIVIL ENGINEERING			English	Article						Piezoelectric energy harvester; Finite-element method; Asphalt pavement; Dynamic analysis; Tire-pavement interaction model	PERFORMANCE	In recent years, energy harvesting technologies have been applied in pavement engineering. Piezoelectric energy harvesting in pavement aims to take advantage of the vehicle load on a road. Most of the existing theoretical and experimental research focused on the materials, structures, and shape of the energy harvesters to improve the efficiency of the output energy. However, few investigations have analyzed the compatibility of piezoelectric energy harvesters (PEHs) and pavement. This study investigated the influence of PEHs on the structural response of asphalt pavement. Three-dimensional (3D) tire-pavement interaction finite-element models with and without a PEH were constructed according to a previous demonstration project. Several critical points within the pavement structures were selected and their mechanical responses induced by the passing tire were compared and discussed. A parametric study analyzed the pavement responses to different traffic speeds, tire loads, and bonding conditions between the PEHs and asphalt layers. Two potential optimization solutions for the PEH were explored. The results showed that the influence of the PEH on the asphalt pavement performance is significant in terms of the horizontal and vertical strains and von Mises stresses. A PEH causes potential permanent damage initiation in its adjacent area within the pavement structure. The maximum values of the horizontal tensile strains appeared at the bottom of the asphalt surface course in all pavement models with a PEH. These conclusions offer basic information for improving the practical design of PEHs in asphalt pavement.	[Liu, Pengfei; Wang, Dawei; Oeser, Markus] Rhein Westfal TH Aachen, Rheinisch Westfaelische Tech Hsch, Inst Highway Engn, Mies van der Rohe St 1, D-52074 Aachen, Germany; [Zhao, Qian; Yang, Hailu] Univ Sci & Technol Beijing, Natl Ctr Mat Serv Safety, 30 Xueyuan Rd, Beijing 100083, Peoples R China; [Wang, Dawei; Tan, Yiqiu] Harbin Inst Technol, Sch Transportat Sci & Engn, 73 Huanghe Rd, Harbin 150090, Heilongjiang, Peoples R China; [Wang, Linbing] Univ Sci & Technol Beijing, Joint USTB Virginia Tech Lab Multifunct Mat, Beijing 100083, Peoples R China	Wang, DW (reprint author), Rhein Westfal TH Aachen, Rheinisch Westfaelische Tech Hsch, Inst Highway Engn, Mies van der Rohe St 1, D-52074 Aachen, Germany.	liu@isac.rwth-aachen.de; zhaoqian928@126.com; 727930305@qq.com; wang@isac.rwth-aachen.de; oeser@isac.rwth-aachen.de; wangl@vt.edu; tanyiqiu@hit.edu.cn			German Research Foundation (DFG)German Research Foundation (DFG) [OE 514/1-2, FOR2089]	This paper is based on a part of a research project carried out at the request of the German Research Foundation (DFG) under research project No. OE 514/1-2 (FOR2089). The authors are solely responsible for the content.	12	38	ASCE-AMER SOC CIVIL ENGINEERS	RESTON	1801 ALEXANDER BELL DR, RESTON, VA 20191-4400 USA	0899-1561	1943-5533		J MATER CIVIL ENG	J. Mater. Civ. Eng.	MAR 1	2019	31	3							04019008	10.1061/(ASCE)MT.1943-5533.0002640			12	Construction & Building Technology; Engineering, Civil; Materials Science, Multidisciplinary	Construction & Building Technology; Engineering; Materials Science	HJ6HW	WOS:000457288400001					2019-11-15	
J	Stocchi, A; Richard, B				Stocchi, Alessandro; Richard, Benjamin			Sensitivity of engineering demand parameters as a function of structural typology and assessment method	NUCLEAR ENGINEERING AND DESIGN			English	Article						Time history analysis; Probabilistic; Non linear analysis; Seismic assessment; Engineering demand parameters	SHAKING TABLE TESTS; REINFORCED-CONCRETE BUILDINGS; OPERATIONAL MODAL-ANALYSIS; FRAGILITY CURVES; BEHAVIOR; WALLS; BEAMS; SHEAR	Fragility curves express the failure probability of a structure, or a critical component, as a function of a seismic intensity measure, for a given failure criterion. The failure criterion is often built as the difference between a structural response and a threshold, which can be either deterministic or probabilistic. Within a probabilistic context, the structural response is a random variable and therefore, it will be subjected to a certain variability mostly depending on the structural typology and the assessment method. When engineers have to make a decision to choose the appropriate engineering demand parameter to consider, they need to know how much sensitive it will be. The study reported in this paper attempts to bring answers to this question. More precisely, the sensitivity of some engineering demand parameters is quantified and discussed as a function of the structural typology (beam-column or wall-based structures) and of the considered assessment method. The final output is a correlation matrix linking (i) the coefficient of variation of specific engineering demand parameters, (ii) the structural typology and (iii) the type of assessment method.	[Stocchi, Alessandro] Univ Paris Saclay, CEA, DEN, SEMT, F-91191 Gif Sur Yvette, France; [Richard, Benjamin] IRSN, 31 Ave Gen Leclerc, F-92269 Fontenay Aux Roses, France	Richard, B (reprint author), IRSN, 31 Ave Gen Leclerc, F-92269 Fontenay Aux Roses, France.	Alessandro.Stocchi@cea.fr; Benjamin.Richard@irsn.fr			National Research Agency under the program Future Investments (SINAPS@) [ANR-11-RSNR-0022]	The work carried out under the SINAPS@ project has benefited from French funding managed by the National Research Agency under the program Future Investments (SINAPS@ GrantNo.ANR-11-RSNR-0022).	0	4	ELSEVIER SCIENCE SA	LAUSANNE	PO BOX 564, 1001 LAUSANNE, SWITZERLAND	0029-5493	1872-759X		NUCL ENG DES	Nucl. Eng. Des.	MAR	2019	343						151	165		10.1016/j.nucengdes.2019.01.006			15	Nuclear Science & Technology	Nuclear Science & Technology	HJ1LF	WOS:000456923500013					2019-11-15	
J	Haddad, M; Shrive, N				Haddad, Madhar; Shrive, Nigel			Investigating the inelastic cyclic behaviour of large-size steel wide-flange section braces	CONSTRUCTION AND BUILDING MATERIALS			English	Article						WF steel brace members; Finite element analysis; Calibration; Power-hardening law; Fracture	SEISMIC PERFORMANCE ASSESSMENT; COMPRESSION MEMBERS; ENERGY-DISSIPATION; BRACING MEMBERS; FRAMES; CONNECTIONS; SIMULATION; DESIGN	Wide flange (WF) section members represent an attractive alternative to tubular braces to resist seismic excitations in braced frames. In the current study, an average true stress-true strain curve is proposed and used to model six large-scale WF brace members in combination with a refined fracture model. The effects of various material and geometric parameters are investigated. Increasing or reducing either or both the strength and the thickness of gusset plates by 10% or 20% has negligible effect on the hysteresis behaviour under reverse cyclic loading and the fracture of the large-scale WF brace members analysed. (C) 2018 Elsevier Ltd. All rights reserved.	[Haddad, Madhar] United Arab Emirates Univ, Dept Architectural Engn, POB 15551, Al Ain, U Arab Emirates; [Shrive, Nigel] Univ Calgary, Dept Civil Engn, Calgary, AB T2N 1N4, Canada	Haddad, M (reprint author), United Arab Emirates Univ, Dept Architectural Engn, POB 15551, Al Ain, U Arab Emirates.	madhar@uaeu.ac.ae	Haddad, Madhar/L-5376-2019	Haddad, Madhar/0000-0002-8828-2908	Individual Research Grant of the UAEU [SEED - G00001044]; UAEU Program for Advanced Research [UPAR - G00001916]	The study was made possible by financial support of the Individual Research Grant of the UAEU (SEED - G00001044) and the UAEU Program for Advanced Research (UPAR - G00001916) fund. In addition, many thanks to the UAE University for providing the computational modelling facilities to conduct the work in this study.	1	1	ELSEVIER SCI LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND	0950-0618	1879-0526		CONSTR BUILD MATER	Constr. Build. Mater.	FEB 28	2019	199						92	105		10.1016/j.conbuildmat.2018.12.016			14	Construction & Building Technology; Engineering, Civil; Materials Science, Multidisciplinary	Construction & Building Technology; Engineering; Materials Science	HK8EG	WOS:000458221600009					2019-11-15	
J	Zhao, GQ; Meng, SY; Guan, CL; Yang, YY				Zhao, Guoqing; Meng, Suyun; Guan, Chengli; Yang, Yuyou			Test Study on the Stress and Deformation Behaviors of a Shaft Supported by a Prefabricated Prestressed Structure	APPLIED SCIENCES-BASEL			English	Article						prefabricated structure; prestressing support; working shaft; space-time effect; field test	STRENGTH DEVELOPMENT; CONSTRUCTION; EXCAVATIONS; PARALLEL; CONCRETE; WALL; PIT	Soil deformation control is the key to shaft support. To better control soil deformation, improve construction efficiency, and reduce pollution, this study proposed a prefabricated prestressed supporting structure. The structure consisted of prefabricated steel structure units and special prestressed components. The structure units were applied to retain the soil. The screws were used for prestressing. Field prototype tests were conducted to assess the support effects and analyze the stress and deformation behaviors of the shaft. The earth pressure, the stress in the structure unit, and the lateral displacement of the soil were monitored. The measured earth pressure varied between the earth pressure at rest and the passive earth pressure. The stress of the supporting structure was far less than the yield strength of steel. Changes in the earth pressure and structural stress can be divided into four stages: rapid attenuation, fluctuation, slow change, and stabilization. Both the earth pressure and the structure stress completed the major attenuation within three days of prestressing. The surrounding soil moved out from the shaft under prestress conditions and exhibited an obvious space-time effect. The study of stress and deformation provides guidance for the construction of newly prefabricated prestressed structures.	[Zhao, Guoqing; Meng, Suyun; Guan, Chengli; Yang, Yuyou] China Univ Geosci, Sch Engn & Technol, Beijing 100083, Peoples R China	Yang, YY (reprint author), China Univ Geosci, Sch Engn & Technol, Beijing 100083, Peoples R China.	zhaoguoqing@cugb.edu.cn; mengsuyun@cugb.edu.cn; guanchengli@cugb.edu.cn; yangyuyou@cugb.edu.cn			National Key Research and Development Program of China [2017YFC0805008]; National Nature Science Foundation of China (NSFC)National Natural Science Foundation of China [41472278]	This research was funded by the National Key Research and Development Program of China, grant number 2017YFC0805008 and the National Nature Science Foundation of China (NSFC), grant number 41472278.	0	1	MDPI	BASEL	ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND	2076-3417			APPL SCI-BASEL	Appl. Sci.-Basel	FEB 2	2019	9	4							629	10.3390/app9040629			14	Chemistry, Multidisciplinary; Materials Science, Multidisciplinary; Physics, Applied	Chemistry; Materials Science; Physics	HO1UL	WOS:000460696500015		DOAJ Gold			2019-11-15	
J	Hadzima-Nyarko, M; Nyarko, EK; Ademovic, N; Milicevic, I; Sipos, TK				Hadzima-Nyarko, Marijana; Nyarko, Emmanuel Karlo; Ademovic, Naida; Milicevic, Ivana; Sipos, Tanja Kalman			Modelling the Influence of Waste Rubber on Compressive Strength of Concrete by Artificial Neural Networks	MATERIALS			English	Article						tire rubber concrete; compressive strength; artificial neural networks; database of experimental results	CRUMB RUBBER; MECHANICAL-PROPERTIES; PREDICTION; MODULUS; REPLACEMENT; PERFORMANCE; ELASTICITY; AGGREGATE	One of the major causes of ecological and environmental problems comes from the enormous number of discarded waste tires, which is directly connected to the exponential growth of the world's population. In this paper, previous works carried out on the effects of partial or full replacement of aggregate in concrete with waste rubber on some properties of concrete were investigated. A database containing 457 mixtures with partial or full replacement of natural aggregate with waste rubber in concrete provided by different researchers was formed. This database served as the basis for investigating the influence of partial or full replacement of natural aggregate with waste rubber in concrete on compressive strength. With the aid of the database, the possibility of achieving reliable prediction of the compressive strength of concrete with tire rubber is explored using neural network modelling.	[Hadzima-Nyarko, Marijana; Milicevic, Ivana; Sipos, Tanja Kalman] Univ JJ Strossmayer, Fac Civil Engn & Architecture, Vladimira Preloga 3, Osijek 31000, Croatia; [Nyarko, Emmanuel Karlo] Comp Sci & Informat Technol Osijek, Fac Elect Engn, Kneza Trpimira 2b, Osijek 31000, Croatia; [Ademovic, Naida] Univ Sarajevo, Fac Civil Engn Sarajevo, Patriotske Lige 30, Sarajevo 71000, Bosnia & Herceg	Hadzima-Nyarko, M (reprint author), Univ JJ Strossmayer, Fac Civil Engn & Architecture, Vladimira Preloga 3, Osijek 31000, Croatia.	mhadzima@gfos.hr; nyarko@ferit.hr; naidadem@yahoo.com; ivana.milicevic@gfos.hr; tkalman@gfos.hr	Ademovic, Naida/U-6841-2019; Milicevic, Ivana/F-3893-2018	Ademovic, Naida/0000-0003-3099-8265; Milicevic, Ivana/0000-0002-8299-9430; Kalman Sipos, Tanja/0000-0003-4863-7054; Hadzima-Nyarko, Marijana/0000-0002-9500-7285	Croatian Science Foundation [UIP-2017-05-7113]	This paper was supported by Croatian Science Foundation under the project UIP-2017-05-7113 Development of Reinforced Concrete Elements and Systems with Waste Tire Powder-ReCoTiP.	4	4	MDPI	BASEL	ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND		1996-1944		MATERIALS	Materials	FEB 2	2019	12	4							561	10.3390/ma12040561			18	Materials Science, Multidisciplinary	Materials Science	HO3BO	WOS:000460793300011	30781883	DOAJ Gold, Green Published			2019-11-15	
J	Yao, G; Yang, Y; Wu, B; Liu, LJ; Zhang, LL				Yao Gang; Yang Yang; Wu Bo; Liu Lianjie; Zhang Liangliang			Aerodynamic admittance influence on buffeting performance of suspension bridge with streamlined deck	JOURNAL OF VIBROENGINEERING			English	Article						aerodynamic admittance; buffeting performance; wind tunnel test; long-span bridge	SUTONG BRIDGE; FLUTTER; SECTIONS	Buffeting performance is growing sensitive to external and internal factors with increasing span of bridge. Aerodynamic admittance is an essential parameter in analyzing buffeting performance. In this paper, aerodynamic admittance in different conditions were conducted in wind tunnel tests by section model. Three kinds of aerodynamic admittance functions were used to calculating buffeting performance respectively. It is found that the aerodynamic admittance of streamlined deck is closely related to wind attack angle, and has a small difference at different wind speeds. However, the influence of aerodynamic admittance on buffeting performance is affected by the wind speed significantly. Under given conditions, adopting the Sears function as the admittance function of a similar streamlined box girder is reasonable, while the buffeting performance result obtained by adopting an admittance function as 1.0 is very conservative.	[Yao Gang; Yang Yang; Wu Bo; Zhang Liangliang] Minist Educ, Key Lab New Technol Construct Cities Mt Area, Chongqing, Peoples R China; [Yao Gang; Yang Yang; Wu Bo; Liu Lianjie; Zhang Liangliang] Chongqing Univ, Sch Civil Engn, Chongqing, Peoples R China; [Liu Lianjie] Chongqing Construct Sci Res Inst, Dept Highway Engn, Chongqing, Peoples R China	Yang, Y (reprint author), Minist Educ, Key Lab New Technol Construct Cities Mt Area, Chongqing, Peoples R China.; Yang, Y (reprint author), Chongqing Univ, Sch Civil Engn, Chongqing, Peoples R China.	yaocqu@vip.sina.com; yy20052710@163.com; wuswjtu@yeah.net; 20121601012@cqu.edu.cn; zll200510@126.com		yang, Yang/0000-0002-1154-0112; Yao, Gang/0000-0001-6027-3367	National Natural Science Foundation of ChinaNational Natural Science Foundation of China [51578098, 51608074]; Fundamental Research Funds for the Central UniversitiesFundamental Research Funds for the Central Universities [106112017CDJXY200009, 106112016CDJRC000101]; Graduate Scientific Research and Innovation Foundation of Chongqing [CYB17042]	This study is financially supported by the National Natural Science Foundation of China (51578098 and 51608074), Fundamental Research Funds for the Central Universities (106112017CDJXY200009, 106112016CDJRC000101), Graduate Scientific Research and Innovation Foundation of Chongqing (CYB17042).	3	5	JVE INT LTD	KAUNAS	GELIU RATAS 15 A, KAUNAS, LT-50282, LITHUANIA	1392-8716			J VIBROENG	J. Vibroeng.	FEB	2019	21	1					198	214		10.21595/jve.2018.19681			17	Engineering, Biomedical; Engineering, Mechanical	Engineering	HL4TP	WOS:000458716400014		DOAJ Gold			2019-11-15	
J	Jiang, FJ; Li, ZR; Zhao, Q; Tao, QH; Yuan, YP; Lu, SY				Jiang, Fujian; Li, Zhengrong; Zhao, Qun; Tao, Qiuhua; Yuan, Yanping; Lu, Shunyao			Flow field around a surface-mounted cubic building with louver blinds	BUILDING SIMULATION			English	Article						flow field; louver blinds; wind-tunnel experiment; computational fluid dynamics; wind pressure	SINGLE-SIDED VENTILATION; POLLUTANT DISPERSION; EPSILON MODEL; HEAT-TRANSFER; WIND; CFD; CONVECTION; PERFORMANCE; PRESSURES; BALCONIES	Louver blinds are commonly used in building designs to avoid excessive solar radiation in an indoor environment, particularly for buildings with highly glazed facades. However, little attention has been given to their impact on flow field and pressure distribution around a building, which is crucial for predicting convective heat transfer, pollutant dispersion, and indoor ventilation. Therefore, the present study combined a wind-tunnel experiment with computational fluid dynamics simulations to study a wind velocity profile, flow field patterns, and surface pressure around a cubic building with louver blinds. The louver blinds move windward flow separation in an upward direction and extend the recirculation region of a roof; moreover, some subvortices are generated between the two adjacent louver slats. Louver angle phi, installing distance W, and slat width B severely affect the generation of subvortices between slats and a conical vortex on the roof. Subsequently, blinds with different phi, W, and B exhibit different pressure distributions on the windward surface and top surface of a building.	[Jiang, Fujian; Li, Zhengrong; Lu, Shunyao] Tongji Univ, Sch Mech Engn, Shanghai 200092, Peoples R China; [Zhao, Qun] Tongji Univ, Coll Architectural & Urban Planning, Shanghai 200092, Peoples R China; [Tao, Qiuhua] Jimei Univ, Coll Mech Engn, Xiamen 361021, Peoples R China; [Yuan, Yanping] Southwest Jiaotong Univ, Sch Mech Engn, Chengdu 610031, Sichuan, Peoples R China	Li, ZR (reprint author), Tongji Univ, Sch Mech Engn, Shanghai 200092, Peoples R China.	lizhengrong@tongji.edu.cn			National Natural Science Foundation of ChinaNational Natural Science Foundation of China [51578385]	This project was supported by the National Natural Science Foundation of China (No.51578385).	7	12	TSINGHUA UNIV PRESS	BEIJING	TSINGHUA UNIV, RM A703, XUEYAN BLDG, BEIJING, 100084, PEOPLES R CHINA	1996-3599	1996-8744		BUILD SIMUL-CHINA	Build. Simul.	FEB	2019	12	1					141	151		10.1007/s12273-018-0493-1			11	Thermodynamics; Construction & Building Technology	Thermodynamics; Construction & Building Technology	HJ8WE	WOS:000457480000012					2019-11-15	
